prefix	input_text	target_text
translate pcm to english	My God, Yu go forget mi forever? Na how long Yu go trowey yor face from mi?	Will you for ever put me out of your memory, O Lord? will your face for ever be turned away from me?
translate pcm to english	E sey : “ This preaching wey dem arrange teach us sey , no be language or where we come from make us get one mind . But we get one mind because we love Jehovah . ”	Stéphanie from France added : “ The special campaign taught us that what unites us is not the culture or language but the love for Jehovah that we have in common . ”
translate pcm to english	Maon, Karmel, Zif, Juttah,	Maon, Carmel, and Ziph, and Jutah;
translate pcm to english	Pain and worry don skata my body; I dey sofa evriday.	My feelings are strongly moved, and give me no rest; days of trouble have overtaken me. 
translate pcm to english	So make una always dey strong, bikos una go get betta reward.	So do not give up your hope which will be greatly rewarded. 
translate pcm to english	15 : 4 ) E good make we think about how dem wait reach , why dem ready to use their mind wait , and how Jehovah take bless dem .	As we meditate on their examples , it is good for us to remember how long they had to wait , why they were willing to wait , and what blessings resulted from their patience .
translate english to pcm	Once in San Pablo City , a downpour prevented me from giving a talk at a public market , so I suggested to the responsible brothers that it be given in the Kingdom Hall .	I come tell some of the brothers sey make we go use Kingdom Hall .
translate english to pcm	"And I told her... asked her ""ah, what is she telling this boy X...?"""	And I don tell her, ask am (di girl) sey ah wetin e dey tell dis boy X?
translate pcm to english	And wen una enter una neighbour grain field, una fit plok di grain head with una hand, but make una nor kut am with knife.Wen man marry woman and e nor like am, bikos e don si one bad karata for en body, e fit rite divorce paper give di woman, den tell am make e komot from en house.	When you go into your neighbour's field, you may take the heads of grain with your hand; but you may not put your blade to his grain.If a man takes a wife, and after they are married she is unpleasing to him because of some bad quality in her, let him give her a statement in writing and send her away from his house. 
translate english to pcm	Today , we show our support for the Kingdom by assisting Christ’s brothers on earth in carrying out the commission to preach the good news of the Kingdom worldwide . ​ — Matt .	We dey show sey we support God Kingdom today , when we dey follow people wey go join Jesus rule dey preach about God Kingdom for the whole world . — Matt .
translate pcm to english	Di rock wey face nort dey near Mikmash and di oda one wey dey sout dey near Gibeah.	The one rock went up on the north in front of Michmash and the other on the south in front of Geba. 
translate pcm to english	Yu know wetin yu go do, make yu sofa am well-well until e die.	So be guided by your wisdom, and let not his white head go down to the underworld in peace. 
translate pcm to english	Dem come follow two sister go where Jehovah Witness no too pleny for Cleveland wey dey Tennessee .	They moved to Cleveland , Tennessee , with two other sisters to serve where the need was greater .
translate english to pcm	It can refer to the harmful practice of smoking or the telling of obscene jokes .	For example , dem dey read book wey talk about people wey dey sleep together , and dey look naked people for book or film .
translate english to pcm	But Jephthah said to the responsible men of Gilead, Did you not, in your hate for me, send me away from my father's house? Why do you come to me now when you are in trouble? 	But Jeftah ansa, “Nor bi bikos una hate mi well-well, naim make una force mi komot from my papa house. Why una kom meet mi naw wen una dey trobol?”
translate pcm to english	“My pipol, e good as una dey stay for fine-fine house and my temple skata?”	Is it a time for you to be living in roofed houses while this house is a waste?
translate english to pcm	Or if they see it... ah, what color is this one?	Or if de see am, ah which colour be dis one?
translate english to pcm	And he who takes an oath by the Temple, takes it by the Temple and by him whose house it is. 	And anybody wey take di temple swear, na both di temple and God wey dey stay inside, e take swear.
translate english to pcm	Among just three neighboring towns in that area , there are 50 congregations and over 5,400 publishers .	For there , three town near each other and they get 50 congregation and their publishers pass 5,400 .
translate english to pcm	Then the Lord said to Moses and Aaron, 	God tell Moses and Aaron:
translate english to pcm	Then Isaiah, the son of Amoz, sent to Hezekiah, saying, The Lord, the God of Israel, says, The prayer you have made to me against Sennacherib, king of Assyria, has come to my ears. 	Den Profet Isaya send message go tell King Hezekaya about en prayer sey,
translate english to pcm	Being without father or mother, or family, having no birth or end to his life, being made like the Son of God, is a priest for ever. 	E nor get papa or mama, e nor get story at-all, en days nor get where e for start or where e go end, but e bi like Man Pikin and e bi priest forever.
translate english to pcm	To Hosah, the door on the west, by the door of Shallecheth, at the footway which goes up, watch by watch. 	Na Shuppim and Hosah dem give di west gate and Shalleket gate wey dey di road for up. Di guards dey shange duty among demsef.
translate pcm to english	I go make dem sell una shidren give Judah pipol; dem go sell dem go Sabeans land wey far well-well. Mi, wey bi God, don tok.”	I will give your sons and your daughters into the hands of the children of Judah for a price, and they will give them for a price to the men of Sheba, a nation far off: for the Lord has said it. 
translate english to pcm	Yet , while humans were created to be compassionate , our imperfection as descendants of Adam inclines us toward self - interest .	( Eph . 5 : 1 ) Na true sey Jehovah make us to dey pity for people and help dem .
translate pcm to english	We do m-... we dey mount eh tre-... transformer, we dey mount RI-... RMU.	We do m-... we mount uh... tre-... transformer, we mount RI-... RMU.
translate english to pcm	Jehovah has promised to rid the earth of wicked people for all time .	Bible talk sey small time , bad people no go dey again .
translate pcm to english	“ Na this my friend I come dey go meet anytime wey I no understand why person do something .	“ My friend became my go - to person whenever I did not understand why people reacted in certain ways .
translate pcm to english	“So, make yu tell dem wetin mi wey bi God dey tok. I go gada dem kom back from di land where I skata dem go kon give dem Israel land again.	Then say, This is what the Lord has said: I will get you together from the peoples, and make you come out of the countries where you have been sent in flight, and I will give you the land of Israel. 
translate english to pcm	The nails for the House, and the nails for the open space and their cords; 	di Tabanako tent peg; di kourtyard tent peg and dia rope;
translate pcm to english	Na dere na im I dey stay now.	So that's where I'm staying now.
translate pcm to english	So make una guide dem with kare until una rish di temple. If una rish di priest room, make una measure dem kon give dem to di priests, Levi pipol, Israel and Jerusalem leaders.	Take care of them and keep them, till you put them on the scales before the chiefs of the priests and the Levites and the chiefs of the families of Israel, in Jerusalem, in the rooms of the house of the Lord. 
translate pcm to english	Children fit learn the language of the new area wey dem dey . Dem fit learn am for school or from other people .	The children will likely learn the local language at school and in their environment .
translate pcm to english	Na why e say (for wetin Paul talk for first Corinthians) sey where sin abound, grace abounds even all di more.	"That's why He said (in what Paul said in First Corinthians) ""where sin abounds, grace abounds even more."""
translate english to pcm	For this reason Daniel went to Arioch, to whom the king had given orders for the destruction of the wise men of Babylon, and said to him, Do not put to death the wise men of Babylon: take me in before the king and I will make clear to him the sense of the dream. 	So Daniel go si Ariok (wey di king don tell make e kill di wise men for Babilon). E kon tell am, “Make yu nor kill di wise men for Babilon! Just take mi go meet di king and I go tell am en dream and wetin e mean!”
translate english to pcm	Now at the present time, men over whom death has power take the tenth; but then it was taken by one of whom it is witnessed that he is living. 	Evry priests dey kollect one out of evry ten tins wey pipol bring, but dem nor dey stay for di world forever, esept Melkizedek, bikos God word tish us sey, e dey alive.
translate pcm to english	Margaret , around 1968	Margaret , circa 1968
translate english to pcm	“ Eventually , ” he says , “ I saw the benefits of living by Jehovah’s standards .	E talk say : “ I come see say e good to follow the advice wey Jehovah de give .
translate pcm to english	King Mesha for Moab dey barb sheep hair and e dey always give Israel king 100,000 lamb and 100,000 rams wool,	Now Mesha, king of Moab, was a sheep-farmer; and he gave regularly to the king of Israel the wool from a hundred thousand lambs and a hundred thousand sheep. 
translate pcm to english	Ah gaskiya dai!	<hau> Ah gaskiya dai! <hau>
translate english to pcm	If you are cruel to them in any way, and their cry comes up to me, I will certainly give ear; 	If una sofa dem and dem kry kom meet mi, I go listin to dem.
translate english to pcm	That “ slave ” uses only its official websites to publish spiritual food ​ — www.jw.org , tv.jw.org , and wol.jw.org .	( Matt . 24 : 45 ) This “ slave ” no dey use any other website take teach us apart from www.jw.org , tv.jw.org , and wol.jw.org .
translate english to pcm	And they went, and it was as he had said: and they made the Passover ready. 	Wen dem go, dem kon si evritin as Jesus tell dem sey e go bi, so dem prepare di Passova food for der.
translate pcm to english	E fit be sey the husband or wife of one of Jehovah servant never start to serve Jehovah .	In some cases , a Christian is married to one who is not yet a servant of Jehovah .
translate english to pcm	( 4 ) Be patient and prayerful .	( 4 ) Make you take am easy with dem and make you dey pray about the matter .
translate english to pcm	It's a shame.	Na wa for her o.
translate pcm to english	How Bible take show sey the things wey we dey give Jehovah from our mind na part of our worship ?	How do the Scriptures show that unselfish giving is a fundamental aspect of true worship ?
translate english to pcm	Put far from me all false and foolish things: do not give me great wealth or let me be in need, but give me only enough food:	Di first one na: Help mi make I nor dey lie and deceive pipol and di sekond one na, make Yu nor make mi too rish or too poor! Make yu give mi di tins wey go rish mi use.
translate english to pcm	At first , the conversation was somewhat tense , but things improved as they discussed their problem in a calm way .	When dem first start to talk , dem no first dey flow with each other . But as dem come dey talk , things come dey flow , and dem come dey understand theirself .
translate english to pcm	And if the ear says, Because I am not the eye, I am not a part of the body; it is a part of the body all the same. 	And if di ear sey, “I nor bi eye, so I nor bi part for di body.” Nor bi di body di ear still dey?
translate english to pcm	While he may be at peace with his own conscience , the Christian must also consider the conscience of others .	For example , e conscience fit allow make e drink . But e still need to think about other people their conscience .
translate pcm to english	Jesus kon tell dem, “Make una follow mi and I go give una pawa to katch pipol.”	And Jesus said to them, Come after me, and I will make you fishers of men. 
translate pcm to english	I go favor di good pipol wey dey di land and dem go kom stay with mi. Na only doz wey nobody dey tok bad about, go serve mi.	My eyes will be on those of good faith in the land, so that they may be living in my house; he who is walking in the right way will be my servant.
translate english to pcm	Under the earth his roots are dry, and over it his branch is cut off. 	Dia rut don dry finish and dia branches go skata.
translate english to pcm	And you, son of man, have two ways marked out, so that the sword of the king of Babylon may come; let the two of them come out of one land: and let there be a pillar at the top of the road: 	“Man pikin, choose two road where Babilon king go pass kom with en swod. Di two road must start from di same kountry. Do sign post make yu put am for where di roads for start kon enter di kountry.
translate pcm to english	Sometimes , the family wey the Messiah pass come na firstborn . But no be everytime e happen like that .	Sometimes that line passed to and through the firstborn son ​ — but not always .
translate english to pcm	For example , a Witness named Renee suffered a stroke and struggled with chronic pain and cancer .	For example , e get one sister wey im name na Renee . The sister get stroke and e dey always feel serious pain ; e still get cancer .
translate english to pcm	Love ​ — A Precious Quality , Aug .	“ When We Get Assembly Again ? ”
translate english to pcm	Pensions, that will do.	Pension money, dat ting go do.
translate pcm to english	So, na Perez Uzzah dem dey koll dat place kon rish naw. David vex bikos God use vexnashon take ponish Uzza.	And David was angry because of the Lord's outburst of wrath against Uzzah: and he gave that place the name Perez-uzzah, which is its name to this day. 
translate english to pcm	( b ) At Romans 8 : 4 - 13 , in what sense did Paul use “ flesh ” ?	( b ) Wetin the ‘ flesh ’ mean for Romans 8 : 4 - 13 ?
translate english to pcm	And he said, May the Lord give you his blessing, my daughter: even better than what you did at the first is this last kind act you have done, in not going after young men, with or without wealth. 	Boaz ansa, “My pikin! Make God bless yu! Dis one wey yu do so, betta pass evritin wey yu don do before. Bikos yu nor even tink to marry any of di oda men, weda dem get money or not.
translate pcm to english	After some weeks like dat, de con tell us sey make we start lecture.	After a few weeks, we were asked to start classes.
translate english to pcm	8 , 9 . ( a ) What warning did the apostle Peter give about using our freedom ?	8 , 9 . ( a ) Which warning apostle Peter give us about how we go take use our freedom ?
translate english to pcm	Because I remember that I used to get my hands into everything uh... electrical when I was a kid.	Because I remember dat time when I dey small, everyting wey concern eh electric, na im I dey put hand.
translate english to pcm	They have everything someone can eat and enjoy here.	De get everything here dat someone can eat and enjoy.
translate pcm to english	Bible talk sey make we use all our mind love Jehovah and make we love our neighbor as we take love ourself .	A Christian’s heart is important , for we are commanded to love Jehovah with our whole heart and to love our neighbor as ourselves .
translate pcm to english	One sister don really see sey Bible get power . The sister name na Simone .	Simone has experienced the power of God’s Word .
translate english to pcm	13 Life Story ​ — I Have Been Blessed to Work With Spiritual Men	13 Story About People Life ​ — I Happy to Work With People Wey Love Jehovah
translate english to pcm	And I said to him, Where are you going? And he said to me, To take the measure of Jerusalem, to see how wide and how long it is. 	So I ask am, “Where yu dey go?” E ansa, “I dey go measure Jerusalem, make I for know as e wide and long rish.”
translate english to pcm	When that happens , however , there are opportunities to learn from these errors , to be forgiving , and to let love have full sway as “ a perfect bond of union . ”	But if that one happen , na chance for dem to forgive , to learn from wetin don happen and to let love control their marriage . Na im make love ‘ dey join everything together to make am complete . ’ ( Col .
translate english to pcm	Now this one, it's inside the room I will keep it.	Na dis one, na for inside room I go con keep am.
translate pcm to english	Na so too, wen pesin too lazy to ripair en house, wen en zink dey leak, di house go fall.	When no work is done the roof goes in, and when the hands do nothing water comes into the house. 
translate pcm to english	De get more than twenty three ethnic groups on di Plateau.	They have more than twenty three ethnic groups, on the Plateau.
translate pcm to english	As John disciples dey go, Jesus kon tell di pipol about John: “Wetin una go desert go si? Na grass wey breeze dey blow?	And when they were going away, Jesus, talking of John, said to all the people, What went you out into the waste land to see? a tall stem moving in the wind?
translate pcm to english	But no worry ! Get am for mind sey God ready to help you . — Read Isaiah 41 : 10 , 13 .	But you can be assured that God is ready to give you a helping hand . ​ — Read Isaiah 41 : 10 , 13 .
translate pcm to english	Bible warn us sey : ‘ No let bad thing win you , but continue to dey win bad thing with good thing . ’	The Bible warns us : “ Do not let yourself be conquered by the evil , but keep conquering the evil with the good . ”
translate pcm to english	Or dem fit dey plan to repair una Kingdom Hall .	Or is your current Kingdom Hall being renovated ?
translate english to pcm	Take note of its strong walls, looking well at its fair buildings; so that you may give word of it to the generation which comes after.	Make una si as di town walls strong rish and as e dey save, den una go fit tell una shidren-shidren about am.
translate english to pcm	Jehovah had guaranteed that he would hold dishonest people accountable for their wicked deeds .	Jehovah promise am sey e go punish bad people . Wetin Jehovah tell Zechariah give am mind .
translate pcm to english	Di next day, I go meet am sey meh we go see di guy.	The next day, I went up to him and said we should go and see the guy.
translate pcm to english	When we dey read am , dem dey listen well , and sometimes tears go dey comot from their eye . ”	But the family’s compassion did not stop there .
translate english to pcm	What lesson should we learn from the Bible account of Rehoboam ?	Wetin we learn from Rehoboam story ?
translate english to pcm	If not, they said they will sue them all.	If not, sey de go carry all of dem go court.
translate pcm to english	High dialysis get dat place.	That place is for high dialysis.
translate pcm to english	So make you open.	So you must open up.
translate english to pcm	As it was given to you by Epaphras, our well-loved helper, who is a true servant of Christ for us, 	Awa broda Epafras, wey dey work for Christ with all en mind, even doh wi nor dey der, na-im tish una di gospel
translate pcm to english	Baby, as I f-... born am sef, for f-... two days, I no see di baby.	The baby, as I f-... gave birth to her, for f- two days, I did not see the baby.
translate pcm to english	Den di angel kon tell mi, “Di wota wey yu si, wey di ashawo sidan on-top, na many pipol, tribe, kountry and language.	And he said to me, The waters which you saw, where the evil woman is seated, are peoples, and armies, and nations and languages. 
translate english to pcm	Where the roads go into the town her cry goes out, at the doorways her voice is loud: 	Dem dey near di gate dey koll pipol wey dey enter di town sey:
translate pcm to english	Dat Jesus Christ name wey wi bilive, naim make dis man wey una dey si and know well-well, strong. Yes! Naim name don heal dis man as una dey si so.	And his name, through faith in his name, has made this man strong, whom you see and have knowledge of: yes, the faith which is through him has made him well, before you all. 
translate english to pcm	And she went, and came and took up the heads of grain in the field after the cutters; and by chance she went into that part of the field which was the property of Boaz, who was of the family of Elimelech. 	So Rut kon go gada rice for di field wey bi Boaz, wey kom from Elimelek family, own.
translate pcm to english	As you dey plan , talk with circuit overseer and other pioneer for your circuit .	As you make plans , consult your circuit overseer and the pioneers in your circuit .
translate english to pcm	Their great men have sent their servants for water: they come to the holes and there is no water to be seen; they come back with nothing in their vessels; they are overcome with shame and fear, covering their heads.	Rish pipol send dia savant go fetch wota for well, but dem nor si wota fetch, so dem kom back with dia empty kontaina. Dem kover dia face, bikos dem dey shame and dey konfuse.
translate pcm to english	Make una happy, una wey dey hongry, bikos una go beleful. Make una happy, una wey dey kry naw, bikos una go laf.	Happy are you who are in need of food now: for you will be made full. Happy are you who are weeping now; for you will be glad. 
translate pcm to english	Israel pipol koll di food “Manna.” Bikos e bi like korianda seed and e white and dey taste like biscuit wey dem do with honey.	And this bread was named manna by Israel: it was white, like a grain seed, and its taste was like cakes made with honey. 
translate pcm to english	Anytime dem sofa una for one town bikos of mi, make una run go anoda town. I tell una true word, una nor go run pass all di town for Israel, before Man Pikin go kom back.	But when they are cruel to you in one town, go in flight to another: for truly, I say to you, You will not have gone through the towns of Israel before the Son of man comes. 
translate english to pcm	Don't they say that every profession has its hazards?	Shebi dem dey talk sey na every work e get im own hazard.
translate english to pcm	And whoever gives honour to one such little child in my name, gives honour to me: 	“Anybody wey welkom one pikin like dis one for my name, welkom mi.
translate english to pcm	He who has knowledge says little: and he who has a calm spirit is a man of good sense. 	Doz wey dey sure of demsef nor dey tok anyhow and kwayet pipol dey undastand tins well.
translate english to pcm	In fact, it’s even against the law to open the market, to sell a single thing.	In fact, na even against di law sef sey you go go open market, sey you dey sell one thing.
translate pcm to english	Just as di eagle dey wosh en house kon kover en shidren, na so too God spread en feada kon karry dem go up.	As an eagle, teaching her young to make their flight, with her wings outstretched over them, takes them up on her strong feathers: 
translate english to pcm	Years before , from a window at his high school , Tony had observed José and Rose regularly going out in field service .	Tony talk sey e remember when e still dey secondary school , many times when e look from im school window , e go see José and Rose dey preach .
translate english to pcm	That was a right that other Jews had under Roman law .	( Acts 24 : 14 ) Later , Paul still preach the good news for front of Porcius Festus wey take over as the new governor , and for front of King Herod Agrippa .
translate pcm to english	Naim di man wey di evil spirit dey inside en body kon jump for dia body beat dem well-well, until dem start to beg. E beat dem till dem run komot from di house with nakednes and all dia body full with sore.	And the man in whom the evil spirit was, jumping on them, was stronger than the two of them, and overcame them, so that they went running from that house, wounded and without their clothing.
translate pcm to english	E talk sey : ‘ Because I go another country go preach , I don take my eye see how Jehovah dey help people wey come from different different country come im organization .	She relates : “ Serving abroad allowed me to see firsthand how Jehovah draws people from all races and backgrounds into his organization .
translate pcm to english	Anytime people come our house , we dey play Bible game . And this one help our children like Bible story .	When we had guests , we often played Bible games , and our children grew to love the Bible’s historical accounts .
translate pcm to english	until I go put yor enemies under yor leg.” ’	Till I put under your feet all those who are against you. 
translate english to pcm	This article answers that question by encouraging youths to focus their life on their desire to please Jehovah .	This topic go answer that question . Young people go come see sey , to make Jehovah happy , dem need to put mind for wetin dem want do for Jehovah .
translate pcm to english	No dey keep wetin you no dey use again	Dispose of things you do not use
translate pcm to english	Wiked pipol nor dey fit sleep until dem do bad tin. Dem nor go gri rest until dem wound pesin.	For they take no rest till they have done evil; their sleep is taken away if they have not been the cause of someone's fall. 
translate pcm to english	Jesus kon tell dem, “I tell una di trut, anybody wey leave en house, wife, brodas, papa, mama or pikin bikos of God Kingdom,	And he said to them, Truly I say to you, There is no man who has given up house or wife or brothers or father or mother or children, because of the kingdom of God, 
translate pcm to english	So make evribody wey dey fear God, happy kon praiz en holy name!Na God bi king! Make di nashons shake with fear! E sidan for en throne where di angels wey get feadas dey and make di eart shake.	Be glad in the Lord, you upright men; praising the memory of his holy name.The Lord is King; let the peoples be in fear: his seat is on the winged ones; let the earth be moved.
translate pcm to english	Jesus and im apostles sing song after e show dem how to remember im death . Na that day special pass for all the days wey people dey remember for this world . ​ — Read Matthew 26 : 30 .	On the most important night in human history , Jesus included the singing of songs after the institution of the Lord’s Evening Meal . ​ — Read Matthew 26 : 30 .
translate pcm to english	E kon tell dem, “Make evribody komot, di girl neva die, e just dey sleep.” Den, dem kon bigin laf am.	He said, Make room; for the girl is not dead, but sleeping. And they were laughing at him. 
translate pcm to english	Ki ni Thompson se?	What did Thompson do?
translate english to pcm	Surely we want to become familiar with the melodies , rhythms , and lyrics of our songs .	( Heb . 10 : 24 ) True true , e good make we learn our song so that we go fit master dem .
translate english to pcm	He makes all their hearts; their works are clear to him.	Na-im make dia heart, so E undastand evritin wey dem dey do or tink.
translate pcm to english	Di land wey dem give di nine and half tribe, na dice dem trow take divide am, just as God tell Moses.	Their heritage by the Lord's decision, as he gave orders by Moses, for the nine tribes and the half-tribe.
translate pcm to english	So I kon swear again for di wildaness. I swear sey I go skata dem for evriwhere for di world.	Further, I gave my oath to them in the waste land that I would send them wandering among the nations, driving them out among the countries; 
translate english to pcm	With knowledge of the good word of God, and of the powers of the coming time, 	don taste God good work and di betta wey dey kom,
translate english to pcm	And I, Daniel, was ill for some days; then I got up and did the king's business: and I was full of wonder at the vision, but no one was able to give the sense of it.In the first year of Darius, the son of Ahasuerus, of the seed of the Medes, who was made king over the kingdom of the Chaldaeans; 	So I faint and I kon dey sick for some days. Den afta, I get up kon go do di work wey di king sey make I do. But di vishon still dey sopraiz mi, bikos I nor fit undastand wetin e mean.For di first year wen Zazes pikin, Darius wey bi Media king, dey rule Babilon.
translate english to pcm	3 : 13 .	3 : 13 .
translate pcm to english	So for their eye the thief don already die .	That condemned criminal is as good as dead .
translate english to pcm	Then all the men of the town gave ear to the words of Hamor and Shechem his son; and every male in the town underwent circumcision. 	All of dem leave di gate afta dem don listin to Hamor and en pikin Shekem and all di men kon go sekonsaiz, dat is all of dem wey kom di town gate.
translate pcm to english	E send Zadok, Natan, Benaya and di palis bodyguard make dem put am for en horse kon escort am,	And he sent with him Zadok the priest, and Nathan the prophet, and Benaiah, the son of Jehoiada, and the Cherethites and the Pelethites; and they put him on the king's beast: 
translate english to pcm	And it came about that while he was in one of the towns, there was a leper there: and when he saw Jesus he went down on his face in prayer to him, saying, Lord, if it is your pleasure, you have power to make me clean. 	Wen Jesus dey for one town, one man wey get leprosy kom meet am. Wen di man si Jesus, e fall face groun kon beg am sey, “Oga God, if yu like to do am, yu go fit heal mi.”
translate pcm to english	Mtschew oh Jesus!	Mtshew oh Jesus!
translate pcm to english	But yu, Betlehem Efrat yu bi one small town for Judah. But na from yu di pesin wey go rule Israel go from kom and en family dey among Israel pipol since.	And you, Beth-lehem Ephrathah, the least among the families of Judah, out of you one will come to me who is to be ruler in Israel; whose going out has been purposed from time past, from the eternal days. 
translate pcm to english	But naw, wetin make una dey shaut and kry? Una nor get king to lead una? Abi dem don kill una wise men finish? So wetin make una dey feel pain like woman wey won born?	Now why are you crying so loudly? is there no king in you? has destruction come on your wise helper? so that pains have taken you like the pains of a woman in childbirth: 
translate english to pcm	As for you, O King, the Most High God gave to Nebuchadnezzar, your father, the kingdom and great power and glory and honour:	Di Most High God make yor papa Nebukadnezzar get kingdom wey strong well-well and E give yor papa respet, honor and majesty.
translate english to pcm	Keep in touch with need - greaters who moved away from your congregation .	Dey call dem or send dem message .
translate pcm to english	But na yu my klose friend; di pesin wey I like well-well.	But it was you, my equal, my guide, my well-loved friend.
translate pcm to english	( b ) Wetin we must know about Jehovah when e ask us to do something ?	( b ) What is a mark of Jehovah’s requirements ?
translate english to pcm	And he is to put his hand on the head of his offering and put it to death at the door of the Tent of meeting; and Aaron's sons, the priests, are to put some of the blood on and round the altar. 	Di man go put en hand for di animal head kon kill-am for di door-mot for di tent where dem for dey do meetin. Den Aaron sons wey bi priests, go rub di blood for di altar four side
translate english to pcm	And Jesus, when he was teaching in the Temple, said, How do the scribes say that the Christ is the Son of David? 	As Jesus dey tish for di temple varanda, e kon sey, “Why e bi sey di law tishas dey sey Christ na David pikin?
translate english to pcm	They have... they've got edikaikon here, they have epankwokwo, the have garri (eba), and soup; they have uh...	De have, de get edikaikon here, de get epankwokwo, de get garri, and soup, de get eh...
translate pcm to english	9 Put Mind for Things Wey Get Value	9 Set Your Heart on Spiritual Treasures
translate pcm to english	E build soja kamp for evriwhere for Edom and di pipol for der kon dey under en pawa. God make David win for evriwhere.	And he put armed forces in Edom; all through Edom he had armed forces stationed, and all the Edomites became servants to David. And the Lord made David overcome wherever he went. 
translate english to pcm	Your fate will be the sword, and you will all go down to death: because when my voice came to you, you made no answer; you did not give ear to my word; but you did what was evil in my eyes, desiring what was not pleasing to me. 	una go die yeye deat, bikos na so una wont am and una nor ansa wen I koll una or listin wen I tok to una. Una nor gri obey mi, instead una kon dey do wiked tins.
translate pcm to english	And me, na private school wen I go but...	And me, I went to a private school, but...
translate english to pcm	Because of my old injuries , my body and feet sometimes ache , especially after I share in the preaching work .	Because of wetin dem do me for prison , my body and leg dey pain me sometimes , especially after I don close for preaching .
translate english to pcm	For by him all things were made, in heaven and on earth, things seen and things unseen, authorities, lords, rulers, and powers; all things were made by him and for him; 	Bikos God kreate evritin for heaven and eart thru en pikin; both Fisical and spiritual tins; weda dem get pawa or dey rule for difren-difren place; God kreate dem thru am and E kreate dem for am.
translate pcm to english	For Watch Tower of June 1 , 1925 , the topic “ Light in the Darkness ” talk say : “ Nobody fit talk say e de do wetin the Lord talk for the remaining time . . . unless the person do e best make e light shine . ”	( See opening picture . ) “ No one could be faithful and true to the Lord in these remaining days . . . unless he would avail himself of the opportunity of letting his light shine . ” That was a comment in the article “ Light in the Darkness , ” published in The Watch Tower of June 1 , 1925 .
translate english to pcm	Clearly , those new disciples understood that baptism is a requirement for Christians .	( Acts 13 : 48 ) This people know sey if dem want follow Jesus , dem need to baptize .
translate english to pcm	And are not like Moses, who put a veil on his face, so that the children of Israel might not see clearly to the end of the present order of things: 	Wi nor bi like Moses wey take klot kover en face, so dat Israel pipol nor go si di glory wey go fade komot.
translate english to pcm	By all means , apply Jehovah’s principles in your marriage .	Abeg , follow wetin Bible talk for your marriage .
translate pcm to english	So David do everything wey e fit do to support the work . Na im make e arrange many things down for the work .	So David focused on what he could do to assist , preparing materials in great quantity .
translate english to pcm	Then say, This is what the Lord has said: I will get you together from the peoples, and make you come out of the countries where you have been sent in flight, and I will give you the land of Israel. 	“So, make yu tell dem wetin mi wey bi God dey tok. I go gada dem kom back from di land where I skata dem go kon give dem Israel land again.
translate pcm to english	I don see say no be skin color de make people hate other people .	The other customer left quickly without using the facilities .
translate pcm to english	Abraham kon ask God, “Why Yu nor allow Ishmael to bi my only pikin?”	And Abraham said to God, If only Ishmael's life might be your care! 
translate pcm to english	and some wimen wey Jesus drive evil spirit and difren sickness komot for dia body, go with am: Mary (wey dem dey koll Magdalin), wey Jesus drive seven demon komot for en body,	And certain women who had been made free from evil spirits and diseases, Mary named Magdalene, from whom seven evil spirits had gone out, 
translate pcm to english	And dem still sey, Di crowd too many and heavy rain dey fall. Wi nor go fit stand for outside like dis. Dis nor bi wetin wi go fit finish for one or two days, bikos wi many wey kommit dis sin.	But the number of people is great, and it is a time of much rain; it is not possible for us to go on waiting outside, and this is not a thing which may be done in one day or even two: for our sin in this business is great. 
translate english to pcm	Only in the Lord will Jacob overcome and be strong: together all those who were angry with him will be put to shame and come to destruction. 	Dem go sey, ‘Yes! Na only God get pawa to save pipol and anybody wey hate am, na disgrace go follow dem.’
translate pcm to english	Den for di end, yu go kry with pains kon die go like dat.	And you will be full of grief at the end of your life, when your flesh and your body are wasted; 
translate english to pcm	Uh... this is Ajegunle.	Eh here na Ajegunle.
translate english to pcm	Are you to be a king because you make more use of cedar than your father? did not your father take food and drink and do right, judging in righteousness, and then it was well for him? 	If yu take cedar wood build house and e fine pass oda pipol own, na dat one make yu bi betta king? Yor papa enjoy life well-well, bikos e always dey good and kind, so e prosper for evritin wey e do.
translate pcm to english	Di junior one born boy too and e kon koll am Ben-Ammi and na-im bi Ammon pipol papa.Abraham travel from der go Negev aria kon stay between Kadesh and Shur. As Abraham bi strenja for Gerar,	And the younger had a son and gave him the name Ben-ammi: from him come the children of Ammon to this day.And Abraham went on his way from there to the land of the South, and was living between Kadesh and Shur, in Gerar. 
translate english to pcm	To whom we gave way not even for an hour; so that the true words of the good news might still be with you. 	But wi nor give dem shance, so dat di trut wey dey di gospel, go last for una.
translate pcm to english	So Oga God take some san-san for groun take mold man kon breath life enter en nose, den di man kon dey breath.	And the Lord God made man from the dust of the earth, breathing into him the breath of life: and man became a living soul. 
translate english to pcm	Let them come up together till the getting in of the grain; and then I will say to the workers, Take up first the evil plants, and put them together for burning: but put the grain into my store-house. 	Make di good seeds and di grass grow togeda until harvest. Dat time, I go tell di pipol wey dey harvest sey, “Make una first rut all di grass, tie and burn dem, den gada di good seeds put inside my store.” ’ ”
translate english to pcm	For you yourselves have the knowledge that the day of the Lord will come like a thief in the night. 	Bikos una really know sey, di day wen Christ go kom, e go bi like wen tif dey kom for nite.
translate english to pcm	But the largest army assembled was that of Zerah the Ethiopian .	But na Zerah wey be Ethiopia person get soldier wey plenty pass other people wey Bible talk about .
